Position,Const,Created,Modified,Description,Title,Original Title,URL,Title Type,IMDb Rating,Runtime (mins),Year,Genres,Num Votes,Release Date,Directors
4009,tt0035417,2016-08-01,2016-08-01,,"The Talk of the Town","The Talk of the Town",https://www.imdb.com/title/tt0035417/,Movie,7.5,118,1942,"Comedy, Drama, Romance, Thriller",9714,1942-08-20,"George Stevens"
4010,tt0099409,2016-08-01,2016-08-01,,"Desperate Hours","Desperate Hours",https://www.imdb.com/title/tt0099409/,Movie,5.4,105,1990,"Action, Crime, Drama, Thriller",9117,1990-10-05,"Michael Cimino"
4011,tt3484800,2016-08-01,2016-08-01,,"Altar","Altar",https://www.imdb.com/title/tt3484800/,Movie,4.9,95,2014,"Horror, Mystery",4343,2015-02-17,"Nick Willing"
4012,tt1185412,2016-08-01,2016-08-01,,"Veer","Veer",https://www.imdb.com/title/tt1185412/,Movie,4.6,169,2010,"Action, Adventure, Drama, Musical, Romance, War",9983,2010-01-22,"Anil Sharma"
4013,tt0251447,2016-08-01,2016-08-01,,"The Tunnel","Der Tunnel",https://www.imdb.com/title/tt0251447/,Movie,7.7,150,2001,"Drama, History, Thriller",6542,2001-01-21,"Roland Suso Richter"
4014,tt1728196,2016-08-01,2016-08-01,,"Hara-Kiri: Death of a Samurai","Ichimei",https://www.imdb.com/title/tt1728196/,Movie,7.3,128,2011,"Drama",9905,2012-07-20,"Takashi Miike"
4015,tt0061882,2016-08-01,2016-08-01,,"Branded to Kill","Koroshi no rakuin",https://www.imdb.com/title/tt0061882/,Movie,7.2,91,1967,"Action, Crime, Drama, Thriller",10874,1967-06-15,"Seijun Suzuki"
4016,tt0363276,2016-08-01,2016-08-01,,"Madhouse","Madhouse",https://www.imdb.com/title/tt0363276/,Movie,5.4,91,2004,"Horror, Thriller",7233,2004-07-30,"William Butler"
4017,tt1703958,2016-08-01,2016-08-01,,"Ek Main Aur Ekk Tu","Ek Main Aur Ekk Tu",https://www.imdb.com/title/tt1703958/,Movie,5.8,110,2012,"Comedy, Drama, Romance",7508,2012-02-10,"Shakun Batra"
4018,tt0083967,2016-08-01,2016-08-01,,"Frances","Frances",https://www.imdb.com/title/tt0083967/,Movie,7.2,140,1982,"Biography, Drama, Romance",9162,1983-03-11,"Graeme Clifford"
4019,tt0072285,2016-08-01,2016-08-01,,"Thriller: A Cruel Picture","Thriller - En grym film",https://www.imdb.com/title/tt0072285/,Movie,6.4,104,1973,"Action, Crime, Drama, Horror, Thriller",9257,1974-06-05,"Bo Arne Vibenius"
4020,tt0109415,2016-08-01,2016-08-01,,"Children of the Corn III: Urban Harvest","Children of the Corn III: Urban Harvest",https://www.imdb.com/title/tt0109415/,Movie,4.3,92,1995,"Horror, Thriller",9038,1995-09-12,"James D.R. Hickox"
4021,tt0059418,2016-08-01,2016-08-01,,"Major Dundee","Major Dundee",https://www.imdb.com/title/tt0059418/,Movie,6.7,123,1965,"Adventure, Drama, War, Western",9346,1965-03-15,"Sam Peckinpah"
4022,tt0836700,2016-08-01,2016-08-01,,"Summer Hours","L'heure d'été",https://www.imdb.com/title/tt0836700/,Movie,7.1,103,2008,"Drama, Family",8561,2009-06-05,"Olivier Assayas"
4023,tt1667355,2016-08-01,2016-08-01,,"3096 Tage","3096 Tage",https://www.imdb.com/title/tt1667355/,Movie,6.5,111,2013,"Biography, Crime, Drama",18190,2013-02-28,"Sherry Hormann"
4024,tt0052722,2016-08-01,2016-08-01,,"Darby O'Gill and the Little People","Darby O'Gill and the Little People",https://www.imdb.com/title/tt0052722/,Movie,7.1,93,1959,"Adventure, Family, Fantasy, Romance",9938,1960-06-22,"Robert Stevenson"
4025,tt2274570,2016-08-01,2016-08-01,,"Bad Milo","Bad Milo!",https://www.imdb.com/title/tt2274570/,Movie,5.7,85,2013,"Comedy, Horror",8281,2013-08-29,"Jacob Vaughan"
4026,tt0024069,2016-08-01,2016-08-01,,"Gold Diggers of 1933","Gold Diggers of 1933",https://www.imdb.com/title/tt0024069/,Movie,7.7,97,1933,"Comedy, Drama, Musical",9714,1933-05-27,"Mervyn LeRoy"
4027,tt0047898,2016-08-01,2016-08-01,,"Bride of the Monster","Bride of the Monster",https://www.imdb.com/title/tt0047898/,Movie,4.2,69,1955,"Horror, Sci-Fi",8052,1956-02,"Edward D. Wood Jr."
4028,tt0086543,2016-08-01,2016-08-01,,"The 4th Man","De vierde man",https://www.imdb.com/title/tt0086543/,Movie,7.1,102,1983,"Drama, Mystery, Thriller",9128,1983-03-24,"Paul Verhoeven"
4029,tt0760187,2016-08-01,2016-08-01,,"The Tripper","The Tripper",https://www.imdb.com/title/tt0760187/,Movie,5.0,93,2006,"Comedy, Horror",6574,2006-10-13,"David Arquette"
4030,tt1891884,2016-08-01,2016-08-01,,"Once Upon a Time in Mumbaai Dobara","Once Upon a Time in Mumbai Dobaara!",https://www.imdb.com/title/tt1891884/,Movie,4.4,160,2013,"Action, Crime, Drama, Thriller",7916,2013-08-15,"Milan Luthria"
4031,tt1407065,2016-08-01,2016-08-01,,"The Moth Diaries","The Moth Diaries",https://www.imdb.com/title/tt1407065/,Movie,4.9,82,2011,"Drama, Fantasy, Horror, Mystery",7108,2012-05-17,"Mary Harron"
4032,tt0035238,2016-08-01,2016-08-01,,"Random Harvest","Random Harvest",https://www.imdb.com/title/tt0035238/,Movie,7.9,126,1942,"Drama, Romance",9018,1943-08-31,"Mervyn LeRoy"
4033,tt1075113,2016-08-01,2016-08-01,,"Don't Look Back","Ne te retourne pas",https://www.imdb.com/title/tt1075113/,Movie,5.8,111,2009,"Drama, Horror, Mystery, Thriller",7785,2009-06-03,"Marina de Van"
4034,tt1092011,2016-08-01,2016-08-01,,"Sacred Demijohn","Kutsal Damacana",https://www.imdb.com/title/tt1092011/,Movie,5.1,105,2007,"Comedy, Fantasy, Horror",10806,2007-12-20,"Kamil Aydin, Ahmet Yilmaz"
4035,tt0120199,2016-08-01,2016-08-01,,"Space Truckers","Space Truckers",https://www.imdb.com/title/tt0120199/,Movie,5.4,95,1996,"Adventure, Comedy, Sci-Fi, Thriller",9532,1997-04,"Stuart Gordon"
4036,tt0259072,2016-08-01,2016-08-01,,"A Time for Drunken Horses","Zamani baray-e masti-e asbha",https://www.imdb.com/title/tt0259072/,Movie,7.7,80,2000,"Drama, War",9395,2000-09-13,"Bahman Ghobadi"
4037,tt0087197,2016-08-01,2016-08-01,,"Electric Dreams","Electric Dreams",https://www.imdb.com/title/tt0087197/,Movie,6.4,95,1984,"Comedy, Drama, Music, Romance, Sci-Fi",10845,1984-07-20,"Steve Barron"
4038,tt0162866,2016-08-01,2016-08-01,,"The Emperor and the Assassin","Jing Ke ci Qin Wang",https://www.imdb.com/title/tt0162866/,Movie,7.2,162,1998,"Drama, History, Romance",6640,1998-11-14,"Kaige Chen"
4039,tt0494501,2016-08-01,2016-08-01,,"The Chaos Class 3.5","Hababam Sinifi: Üç Buçuk",https://www.imdb.com/title/tt0494501/,Movie,3.1,98,2006,"Comedy",9342,2006-01-06,"Ferdi Egilmez"
4040,tt0090319,2016-08-01,2016-08-01,,"White Nights","White Nights",https://www.imdb.com/title/tt0090319/,Movie,6.7,136,1985,"Drama, Music",8864,1985-12-06,"Taylor Hackford"
4041,tt0029606,2016-08-01,2016-08-01,,"A Star Is Born","A Star Is Born",https://www.imdb.com/title/tt0029606/,Movie,7.3,111,1937,"Drama, Romance",11650,1937-04-27,"William A. Wellman, Jack Conway, Victor Fleming"
4042,tt0120169,2016-08-01,2016-08-01,,"Soul Food","Soul Food",https://www.imdb.com/title/tt0120169/,Movie,7.0,115,1997,"Comedy, Drama",9570,1997-09-26,"George Tillman Jr."
4043,tt0018192,2016-08-01,2016-08-01,,"Napoleon","Napoléon vu par Abel Gance",https://www.imdb.com/title/tt0018192/,Movie,8.2,330,1927,"Biography, Drama, History, War",9589,1929-02-17,"Abel Gance"
4044,tt0082776,2016-08-01,2016-08-01,,"Ms .45","Ms .45",https://www.imdb.com/title/tt0082776/,Movie,6.8,80,1981,"Crime, Drama, Thriller",14016,1981-04-24,"Abel Ferrara"
4045,tt2123146,2016-08-01,2016-08-01,,"Angry Video Game Nerd: The Movie","Angry Video Game Nerd: The Movie",https://www.imdb.com/title/tt2123146/,Movie,5.4,115,2014,"Action, Adventure, Comedy, Sci-Fi",7796,2014-07-21,"Kevin Finn, James Rolfe"
4046,tt0086510,2016-08-01,2016-08-01,,"Under Fire","Under Fire",https://www.imdb.com/title/tt0086510/,Movie,7.0,128,1983,"Drama, War",9436,1983-10-21,"Roger Spottiswoode"
4047,tt0025164,2016-08-01,2016-08-01,,"The Gay Divorcee","The Gay Divorcee",https://www.imdb.com/title/tt0025164/,Movie,7.3,107,1934,"Comedy, Musical, Romance",9188,1934-10-12,"Mark Sandrich"
4048,tt1144804,2016-08-01,2016-08-01,,"Kambakkht Ishq","Kambakkht Ishq",https://www.imdb.com/title/tt1144804/,Movie,3.9,142,2009,"Action, Comedy, Romance",7860,2009-07-03,"Sabbir Khan"
4049,tt2106537,2016-08-01,2016-08-01,,"Matru Ki Bijlee Ka Mandola","Matru Ki Bijlee Ka Mandola",https://www.imdb.com/title/tt2106537/,Movie,5.5,151,2013,"Comedy, Drama",6464,2013-01-11,"Vishal Bhardwaj"
4050,tt0800367,2016-08-01,2016-08-01,,"Storm Warning","Storm Warning",https://www.imdb.com/title/tt0800367/,Movie,5.8,86,2007,"Horror, Thriller",8240,2008-01-17,"Jamie Blanks"
4051,tt0089276,2016-08-01,2016-08-01,,"The Official Story","La historia oficial",https://www.imdb.com/title/tt0089276/,Movie,7.7,112,1985,"Drama, History",11543,1985-11-08,"Luis Puenzo"
4052,tt0068853,2016-08-01,2016-08-01,,"The Life and Times of Judge Roy Bean","The Life and Times of Judge Roy Bean",https://www.imdb.com/title/tt0068853/,Movie,6.8,120,1972,"Comedy, Drama, Romance, Western",10047,1972-12-17,"John Huston"
4053,tt0102729,2016-08-01,2016-08-01,,"Pure Luck","Pure Luck",https://www.imdb.com/title/tt0102729/,Movie,5.8,96,1991,"Comedy, Crime, Mystery",8085,1991-08-09,"Nadia Tass"
4054,tt0409072,2016-08-01,2016-08-01,,"Windstruck","Nae yeojachingureul sogae habnida",https://www.imdb.com/title/tt0409072/,Movie,7.1,123,2004,"Comedy, Crime, Drama, Romance",7943,2004-06-03,"Jae-young Kwak"
4055,tt0082370,2016-08-01,2016-08-01,,"The Woman Next Door","La femme d'à côté",https://www.imdb.com/title/tt0082370/,Movie,7.2,106,1981,"Drama, Romance",9434,1981-09-30,"François Truffaut"
4056,tt0063555,2016-08-01,2016-08-01,,"The Color of Pomegranates","Sayat Nova",https://www.imdb.com/title/tt0063555/,Movie,7.6,79,1969,"Biography, Drama, History, Music",15773,1982-01-27,"Sergei Parajanov"
4057,tt0087414,2016-08-01,2016-08-01,,"The Hit","The Hit",https://www.imdb.com/title/tt0087414/,Movie,7.0,98,1984,"Crime, Drama, Thriller",10747,1985-03-08,"Stephen Frears"
4058,tt0068575,2016-08-01,2016-08-01,,"Fat City","Fat City",https://www.imdb.com/title/tt0068575/,Movie,7.2,96,1972,"Drama, Sport",11254,1972-07-26,"John Huston"
4059,tt1329454,2016-08-01,2016-08-01,,"Vengeance","Fuk sau",https://www.imdb.com/title/tt1329454/,Movie,6.5,108,2009,"Action, Crime, Thriller",7253,2009-05-20,"Johnnie To"
4060,tt0218378,2016-08-01,2016-08-01,,"The Claim","The Claim",https://www.imdb.com/title/tt0218378/,Movie,6.3,120,2000,"Drama, Romance, Western",7042,2001-07-27,"Michael Winterbottom"
4061,tt0058997,2016-08-01,2016-08-01,,"Bunny Lake Is Missing","Bunny Lake Is Missing",https://www.imdb.com/title/tt0058997/,Movie,7.3,107,1965,"Drama, Mystery, Thriller",11048,1965-11-15,"Otto Preminger"
4062,tt0350774,2016-08-01,2016-08-01,,"Dead & Breakfast","Dead & Breakfast",https://www.imdb.com/title/tt0350774/,Movie,5.7,88,2004,"Comedy, Fantasy, Horror, Musical",6293,2006-07-20,"Matthew Leutwyler"
4063,tt0097438,2016-08-01,2016-08-01,,"Gleaming the Cube","Gleaming the Cube",https://www.imdb.com/title/tt0097438/,Movie,6.3,105,1989,"Action, Drama, Mystery",9676,1989-01-13,"Graeme Clifford"
4064,tt1699513,2016-08-01,2016-08-01,,"Beginning of the Great Revival","Jian dang wei ye",https://www.imdb.com/title/tt1699513/,Movie,3.1,124,2011,"Drama, History",6471,2011-06-24,"Sanping Han, Jianxin Huang"
4065,tt0056541,2016-08-01,2016-08-01,,"Sweet Bird of Youth","Sweet Bird of Youth",https://www.imdb.com/title/tt0056541/,Movie,7.1,120,1962,"Drama, Romance",9035,1962-05-03,"Richard Brooks"
4066,tt1172206,2016-08-01,2016-08-01,,"Somers Town","Somers Town",https://www.imdb.com/title/tt1172206/,Movie,6.8,71,2008,"Comedy, Drama",6866,2009-07-15,"Shane Meadows"
4067,tt0032234,2016-08-01,2016-08-01,,"The Bank Dick","The Bank Dick",https://www.imdb.com/title/tt0032234/,Movie,7.1,72,1940,"Comedy",8106,1940-11-29,"Edward F. Cline"
4068,tt0107563,2016-08-01,2016-08-01,,"The Meteor Man","The Meteor Man",https://www.imdb.com/title/tt0107563/,Movie,5.2,100,1993,"Action, Comedy, Fantasy, Sci-Fi",9313,1993-08-06,"Robert Townsend"
4069,tt0045917,2016-08-01,2016-08-01,,"Invaders from Mars","Invaders from Mars",https://www.imdb.com/title/tt0045917/,Movie,6.3,78,1953,"Horror, Sci-Fi",10002,1953-04-22,"William Cameron Menzies"
4070,tt0067541,2016-08-01,2016-08-01,,"Wake in Fright","Wake in Fright",https://www.imdb.com/title/tt0067541/,Movie,7.5,109,1971,"Drama, Thriller",15689,1971-10-09,"Ted Kotcheff"
4071,tt0023293,2016-08-01,2016-08-01,,"The Old Dark House","The Old Dark House",https://www.imdb.com/title/tt0023293/,Movie,7.0,72,1932,"Adventure, Comedy, Drama, Horror, Thriller",14397,1932-10-20,"James Whale"
4072,tt0013086,2016-08-01,2016-08-01,,"Dr. Mabuse, the Gambler","Dr. Mabuse, der Spieler",https://www.imdb.com/title/tt0013086/,Movie,7.8,195,1922,"Crime, Mystery, Thriller",9756,1922-09-30,"Fritz Lang"
4073,tt0096842,2016-08-01,2016-08-01,,"Asterix and the Big Fight","Astérix et le Coup du menhir",https://www.imdb.com/title/tt0096842/,Movie,6.4,81,1989,"Animation, Adventure, Comedy, Family, Fantasy",9383,1990-08-10,"Philippe Grimond"
4074,tt2714380,2016-08-01,2016-08-01,,"The Remaining","The Remaining",https://www.imdb.com/title/tt2714380/,Movie,4.3,88,2014,"Drama, Fantasy, Horror, Mystery, Thriller",9674,2014-09-24,"Casey La Scala"
4075,tt0057569,2016-08-01,2016-08-01,,"The Terror","The Terror",https://www.imdb.com/title/tt0057569/,Movie,5.1,81,1963,"Horror, Thriller",9169,1963-05-30,"Roger Corman, Francis Ford Coppola, Jack Hale, Monte Hellman, Jack Hill, Dennis Jakob, Jack Nicholson"
4076,tt0412637,2016-08-01,2016-08-01,,"Delirious","Delirious",https://www.imdb.com/title/tt0412637/,Movie,6.4,107,2006,"Comedy, Drama, Romance",7162,2007-05-18,"Tom DiCillo"
4077,tt0087065,2016-08-01,2016-08-01,,"Cloak & Dagger","Cloak & Dagger",https://www.imdb.com/title/tt0087065/,Movie,6.6,101,1984,"Action, Adventure, Crime, Family, Mystery, Thriller",9047,1984-08-10,"Richard Franklin"
4078,tt0076327,2016-08-01,2016-08-01,,"Looking for Mr. Goodbar","Looking for Mr. Goodbar",https://www.imdb.com/title/tt0076327/,Movie,6.7,136,1977,"Drama",9652,1977-10-19,"Richard Brooks"
4079,tt0089603,2016-08-01,2016-08-01,,"Mishima: A Life in Four Chapters","Mishima: A Life in Four Chapters",https://www.imdb.com/title/tt0089603/,Movie,7.9,120,1985,"Biography, Drama",16035,1985-09-20,"Paul Schrader"
4080,tt2400283,2016-08-01,2016-08-01,,"What If...","An...",https://www.imdb.com/title/tt2400283/,Movie,6.9,111,2012,"Drama, Romance",8861,2012-11-29,"Christopher Papakaliatis"
4081,tt0409379,2016-08-01,2016-08-01,,"In Secret","In Secret",https://www.imdb.com/title/tt0409379/,Movie,6.1,107,2013,"Crime, Drama, Thriller",10574,2014-04-03,"Charlie Stratton"
4082,tt1588875,2016-08-01,2016-08-01,,"How I Ended This Summer","Kak ya provyol etim letom",https://www.imdb.com/title/tt1588875/,Movie,6.9,130,2010,"Drama",7102,2011-01-28,"Alexei Popogrebsky"
4083,tt0252361,2016-08-01,2016-08-01,,"Davaro","Davaro",https://www.imdb.com/title/tt0252361/,Movie,8.1,94,1981,"Comedy",9746,,"Kartal Tibet"
4084,tt0302297,2016-08-01,2016-08-01,,"Barely Legal","After School Special",https://www.imdb.com/title/tt0302297/,Movie,4.7,90,2003,"Comedy",6533,2006-05-25,"David Mickey Evans"
4085,tt1893195,2016-08-01,2016-08-01,,"A.C.A.B. - All Cops Are Bastards","A.C.A.B. - All Cops Are Bastards",https://www.imdb.com/title/tt1893195/,Movie,6.6,112,2012,"Action, Crime, Drama",8568,2012-01-27,"Stefano Sollima"
4086,tt0085180,2016-08-01,2016-08-01,,"L'Argent","L'Argent",https://www.imdb.com/title/tt0085180/,Movie,7.4,85,1983,"Crime, Drama",12840,1983-05-18,"Robert Bresson"
4087,tt1529235,2016-08-01,2016-08-01,,"Welcome to the South","Benvenuti al sud",https://www.imdb.com/title/tt1529235/,Movie,6.6,102,2010,"Comedy",10975,2010-10-01,"Luca Miniero"
4088,tt0109120,2016-08-01,2016-08-01,,"Andre","Andre",https://www.imdb.com/title/tt0109120/,Movie,5.7,94,1994,"Adventure, Drama, Family",7609,1994-08-17,"George Miller"
4089,tt0062885,2016-08-01,2016-08-01,,"The Devil Rides Out","The Devil Rides Out",https://www.imdb.com/title/tt0062885/,Movie,6.9,95,1968,"Horror",11225,1968-08,"Terence Fisher"
4090,tt1590024,2016-08-01,2016-08-01,,"If I Want to Whistle, I Whistle","Eu când vreau sa fluier, fluier",https://www.imdb.com/title/tt1590024/,Movie,7.0,94,2010,"Drama",6726,2010-03-26,"Florin Serban"
4091,tt0079550,2016-08-01,2016-08-01,,"Meteor","Meteor",https://www.imdb.com/title/tt0079550/,Movie,5.1,108,1979,"Action, Drama, Sci-Fi, Thriller",9092,1979-10-19,"Ronald Neame"
4092,tt0059415,2016-08-01,2016-08-01,,"Loves of a Blonde","Lásky jedné plavovlásky",https://www.imdb.com/title/tt0059415/,Movie,7.4,88,1965,"Comedy, Romance, Drama",10100,1966-10-26,"Milos Forman"
4093,tt0120373,2016-08-01,2016-08-01,,"Trial and Error","Trial and Error",https://www.imdb.com/title/tt0120373/,Movie,5.8,98,1997,"Comedy, Romance",8012,1997-05-30,"Jonathan Lynn"
4094,tt0490210,2016-08-01,2016-08-01,,"Sarkar Raj","Sarkar Raj",https://www.imdb.com/title/tt0490210/,Movie,6.7,125,2008,"Crime, Drama",8045,2008-06-06,"Ram Gopal Varma"
4095,tt3646462,2016-08-01,2016-08-01,,"Let's Sin","Itirazim Var",https://www.imdb.com/title/tt3646462/,Movie,7.7,110,2014,"Action, Crime, Drama, Mystery",14297,2014-04-18,"Onur Ünlü"
4096,tt3803860,2016-08-01,2016-08-01,,"Puli","Puli",https://www.imdb.com/title/tt3803860/,Movie,4.3,155,2015,"Action, Adventure, Fantasy",11129,2015-09-30,"Chimbudeven"
4097,tt0091060,2016-08-01,2016-08-01,,"Flodder","Flodder",https://www.imdb.com/title/tt0091060/,Movie,6.6,111,1986,"Action, Comedy",8154,1986-12-17,"Dick Maas"
4098,tt0790665,2016-08-01,2016-08-01,,"Flood","Flood",https://www.imdb.com/title/tt0790665/,Movie,4.8,110,2007,"Action, Drama, Thriller",7410,2007-08-24,"Tony Mitchell"
4099,tt0117398,2016-08-01,2016-08-01,,"The Promise","La promesse",https://www.imdb.com/title/tt0117398/,Movie,7.7,90,1996,"Drama",8868,1997-05-16,"Jean-Pierre Dardenne, Luc Dardenne"
4100,tt0119794,2016-08-01,2016-08-01,,"Nirvana","Nirvana",https://www.imdb.com/title/tt0119794/,Movie,6.1,113,1997,"Action, Drama, Sci-Fi, Thriller",7395,1997-01-24,"Gabriele Salvatores"
4101,tt0045251,2016-08-01,2016-08-01,,"Othello","The Tragedy of Othello: The Moor of Venice",https://www.imdb.com/title/tt0045251/,Movie,7.5,90,1951,"Drama, Romance",10027,1955-09-12,"Orson Welles"
4102,tt0110353,2016-08-01,2016-08-01,,"Lightning Jack","Lightning Jack",https://www.imdb.com/title/tt0110353/,Movie,5.5,98,1994,"Comedy, Western",7521,1994-03-11,"Simon Wincer"
4103,tt0772181,2016-08-01,2016-08-01,,"Krabat","Krabat",https://www.imdb.com/title/tt0772181/,Movie,6.1,120,2008,"Drama, Fantasy, Thriller",7052,2008-10-09,"Marco Kreuzpaintner"
4104,tt0117276,2016-08-01,2016-08-01,,"Overnight Delivery","Overnight Delivery",https://www.imdb.com/title/tt0117276/,Video,6.1,87,1998,"Comedy, Romance",7348,1998-05-20,"Jason Bloom"
4105,tt0078350,2016-08-01,2016-08-01,,"The Swarm","The Swarm",https://www.imdb.com/title/tt0078350/,Movie,4.5,116,1978,"Horror, Thriller",9169,1978-07-14,"Irwin Allen"
4106,tt0076637,2016-08-01,2016-08-01,,"Rolling Thunder","Rolling Thunder",https://www.imdb.com/title/tt0076637/,Movie,6.9,100,1977,"Crime, Drama, Thriller",14068,1978-02-06,"John Flynn"
4107,tt3029556,2016-08-01,2016-08-01,,"Rurouni Kenshin: The Legend Ends","Rurôni Kenshin: Densetsu no saigo-hen",https://www.imdb.com/title/tt3029556/,Movie,7.5,134,2014,"Action, Adventure, Drama, Fantasy",15773,2014-09-13,"Keishi Otomo"
4108,tt0109480,2016-08-01,2016-08-01,,"Cops and Robbersons","Cops and Robbersons",https://www.imdb.com/title/tt0109480/,Movie,5.2,93,1994,"Comedy, Crime, Thriller",7861,1994-04-15,"Michael Ritchie"
4109,tt2241605,2016-08-01,2016-08-01,,"Thesis on a Homicide","Tesis sobre un homicidio",https://www.imdb.com/title/tt2241605/,Movie,6.3,106,2013,"Crime, Mystery, Thriller",8684,2013-01-17,"Hernán Goldfrid"
4110,tt0778784,2016-08-01,2016-08-01,,"Mon meilleur ami","Mon meilleur ami",https://www.imdb.com/title/tt0778784/,Movie,6.6,90,2006,"Comedy",7053,2007-08-03,"Patrice Leconte"
4111,tt0083109,2016-08-01,2016-08-01,,"The Cabbage Soup","La soupe aux choux",https://www.imdb.com/title/tt0083109/,Movie,6.5,102,1981,"Comedy, Sci-Fi",10319,1981-12-02,"Jean Girault"
4112,tt0082926,2016-08-01,2016-08-01,,"Polyester","Polyester",https://www.imdb.com/title/tt0082926/,Movie,7.0,86,1981,"Comedy",9860,1981-05-29,"John Waters"
4113,tt1386683,2016-08-01,2016-08-01,,"A Somewhat Gentle Man","En ganske snill mann",https://www.imdb.com/title/tt1386683/,Movie,6.9,113,2010,"Comedy, Crime, Drama",7656,2010-03-19,"Hans Petter Moland"
4114,tt2620736,2016-08-01,2016-08-01,,"Jug Face","Jug Face",https://www.imdb.com/title/tt2620736/,Movie,5.3,81,2013,"Drama, Horror, Thriller",8359,2013-07-08,"Chad Crawford Kinkle"
4115,tt1563719,2016-08-01,2016-08-01,,"Hunt to Kill","Hunt to Kill",https://www.imdb.com/title/tt1563719/,Movie,5.1,98,2010,"Action, Thriller",7276,2010-11-09,"Keoni Waxman"
4116,tt0443435,2016-08-01,2016-08-01,,"Autopsy","Autopsy",https://www.imdb.com/title/tt0443435/,Movie,5.0,84,2008,"Horror, Mystery, Thriller",7657,2009-06-25,"Adam Gierasch"
4117,tt0087635,2016-08-01,2016-08-01,,"The Lonely Guy","The Lonely Guy",https://www.imdb.com/title/tt0087635/,Movie,6.2,90,1984,"Comedy, Romance",8089,1984-01-27,"Arthur Hiller"
4118,tt0247613,2016-08-01,2016-08-01,,"Peppermint Candy","Bakhasatang",https://www.imdb.com/title/tt0247613/,Movie,7.6,129,1999,"Drama",12083,2000-01-01,"Lee Chang-dong"
